id,employee_id,employee_name_raw,team_raw,department_raw,survey_type,score,mte_score,ars_score,period_date,comments,raw_data,created_at
8157,448,Emre YÄ±ldÄ±z,Marmara,SatÄ±ÅŸ,weekly_pulse,3.1,-0.17,0.54,2026-05-27,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167329
8158,449,PÄ±nar GÃ¼l,Marmara,SatÄ±ÅŸ,weekly_pulse,3.5,0.1,0.41,2026-05-27,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167331
8159,450,Tolga Kara,Akdeniz,SatÄ±ÅŸ,weekly_pulse,2.9,-0.14,0.55,2026-05-27,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167332
8160,451,AslÄ± ErdoÄŸan,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.4,-0.04,0.43,2026-05-27,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167333
8161,452,Volkan Åahin,Ege,SatÄ±ÅŸ,weekly_pulse,3.1,-0.14,0.52,2026-05-27,Ege ekibinde haftalik nabiz kaydi,"{""team"": ""Ege"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167335
8162,453,Ä°rem Ã–zkan,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.4,-0.04,0.49,2026-05-27,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167336
8163,454,Burak Ã‡alÄ±ÅŸkan,Ic Anadolu,SatÄ±ÅŸ,weekly_pulse,2.9,-0.1,0.56,2026-05-27,Ic Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Ic Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167337
8164,394,Hatice YÄ±ldÄ±rÄ±m,Genel,SatÄ±ÅŸ,weekly_pulse,3,-0.15,0.55,2026-05-20,Genel ekibinde haftalik nabiz kaydi,"{""team"": ""Genel"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167339
8165,395,Zeynep Kaya,Akdeniz,SatÄ±ÅŸ,weekly_pulse,3.5,0.08,0.47,2026-05-20,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.16734
8166,396,Canan Dagdelen,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,-0.04,0.43,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167342
8167,397,Berkant Demir,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.08,0.5,2026-05-20,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167343
8168,398,Elif Ozturk,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,-0.09,0.51,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167344
8169,399,Murat Kaya,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.15,0.54,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167346
8170,400,Selin Yilmaz,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.05,0.45,2026-05-20,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167347
8171,401,Caner Yildiz,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.14,0.52,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167348
8172,402,Zeynep Celik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,2.9,-0.25,0.57,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.16735
8173,403,Burak Sahin,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.4,0,0.5,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167351
8174,404,Emre Kilic,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.7,0.18,0.38,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167353
8175,405,Gamze Arslan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.1,-0.08,0.55,2026-05-20,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167354
8176,406,Onur Polat,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,-0.11,0.53,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167356
8177,407,Derya Koc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.06,0.47,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167357
8178,408,Alper Sen,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.11,0.56,2026-05-20,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167358
8179,409,Irem Acar,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.07,0.42,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167359
8180,410,Merve Tetik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,0,0.5,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167361
8181,411,Cenk Uysal,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.11,0.38,2026-05-20,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167362
8182,412,Ece Ozkan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,2.8,-0.16,0.62,2026-05-20,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167363
8183,413,Ozan Gunes,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.07,0.44,2026-05-20,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167364
8184,414,Tolga Erdem,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.08,0.54,2026-05-20,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167366
8185,415,Pinar Aksoy,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.1,-0.09,0.57,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167367
8186,416,Kerem Tunc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,-0.01,0.44,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167368
8187,417,Sude Karaca,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.1,0.42,2026-05-20,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167369
8188,418,Baris Eren,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.4,0.06,0.46,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167371
8189,419,Melis Vural,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.15,0.6,2026-05-20,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167372
8190,420,Yigit Ari,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.1,0.55,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167374
8191,421,Asli Cetin,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.02,0.42,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167375
8192,422,Deniz Soylu,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,0.03,0.5,2026-05-20,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167376
8193,423,Burcu Isik,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.12,0.57,2026-05-20,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167378
8194,424,Kaan Oz,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.13,0.55,2026-05-20,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167379
8195,425,Naz Yalin,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.7,0.09,0.38,2026-05-20,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.16738
8196,426,Ali YÄ±lmaz,Marmara,SatÄ±ÅŸ,weekly_pulse,3.7,0.16,0.35,2026-05-20,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167381
8197,427,AyÅŸe Demir,Ege,SatÄ±ÅŸ,weekly_pulse,2.8,-0.18,0.6,2026-05-20,Ege ekibinde haftalik nabiz kaydi,"{""team"": ""Ege"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167383
8198,428,Mehmet Kaya,Karadeniz,SatÄ±ÅŸ,weekly_pulse,3.4,0.04,0.43,2026-05-20,Karadeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Karadeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167384
8199,429,Fatma Ã‡elik,Marmara,SatÄ±ÅŸ,weekly_pulse,3.2,-0.04,0.48,2026-05-20,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167385
8200,430,Mustafa KoÃ§,Karadeniz,SatÄ±ÅŸ,weekly_pulse,3,-0.07,0.55,2026-05-20,Karadeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Karadeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167387
8201,431,Zeynep Åahin,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.5,-0.02,0.4,2026-05-20,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167388
8202,432,Ahmet Ã–ztÃ¼rk,Ic Anadolu,SatÄ±ÅŸ,weekly_pulse,3.1,-0.06,0.5,2026-05-20,Ic Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Ic Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167389
8203,433,Elif AydÄ±n,Marmara,SatÄ±ÅŸ,weekly_pulse,3.6,0.06,0.43,2026-05-20,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167391
8204,434,Caner YÄ±ldÄ±z,Akdeniz,SatÄ±ÅŸ,weekly_pulse,3.4,0.06,0.43,2026-05-20,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167392
8205,435,Burcu Arslan,Akdeniz,SatÄ±ÅŸ,weekly_pulse,3,-0.16,0.53,2026-05-20,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167393
8206,436,Kerem Arslan,Guneydogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.1,-0.09,0.53,2026-05-20,Guneydogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Guneydogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167394
8207,437,Selin YÄ±lmaz,Ic Anadolu,SatÄ±ÅŸ,weekly_pulse,3.4,-0.06,0.42,2026-05-20,Ic Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Ic Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167396
8208,438,Tuncay DoÄŸan,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.5,-0.04,0.45,2026-05-20,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167397
8209,439,Nihan Korkmaz,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.6,0.01,0.42,2026-05-20,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167398
8210,440,Baran Ã–zdemir,Guneydogu Anadolu,SatÄ±ÅŸ,weekly_pulse,2.8,-0.19,0.64,2026-05-20,Guneydogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Guneydogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.1674
8211,441,Derya Kaplan,Guneydogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.5,0.1,0.44,2026-05-20,Guneydogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Guneydogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167401
8212,442,Serhat Bulut,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.2,-0.08,0.49,2026-05-20,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167402
8213,443,Merve Polat,Akdeniz,SatÄ±ÅŸ,weekly_pulse,3.7,0.18,0.43,2026-05-20,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167403
8214,444,Ozan Ã‡etin,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.5,0.06,0.43,2026-05-20,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167404
8215,445,Gamze Kurt,Ege,SatÄ±ÅŸ,weekly_pulse,2.9,-0.2,0.56,2026-05-20,Ege ekibinde haftalik nabiz kaydi,"{""team"": ""Ege"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167406
8216,446,Hakan Acar,Ic Anadolu,SatÄ±ÅŸ,weekly_pulse,3,-0.15,0.57,2026-05-20,Ic Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Ic Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167407
8217,447,Rana ÅimÅŸek,Akdeniz,SatÄ±ÅŸ,weekly_pulse,3.4,0.06,0.43,2026-05-20,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167408
8218,448,Emre YÄ±ldÄ±z,Marmara,SatÄ±ÅŸ,weekly_pulse,3.4,0.06,0.44,2026-05-20,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167409
8219,449,PÄ±nar GÃ¼l,Marmara,SatÄ±ÅŸ,weekly_pulse,3.4,0.05,0.45,2026-05-20,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167411
8220,450,Tolga Kara,Akdeniz,SatÄ±ÅŸ,weekly_pulse,3.4,0.03,0.46,2026-05-20,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167412
8221,451,AslÄ± ErdoÄŸan,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.2,-0.12,0.55,2026-05-20,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167414
8222,452,Volkan Åahin,Ege,SatÄ±ÅŸ,weekly_pulse,3.6,0.12,0.37,2026-05-20,Ege ekibinde haftalik nabiz kaydi,"{""team"": ""Ege"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167415
8223,453,Ä°rem Ã–zkan,Dogu Anadolu,SatÄ±ÅŸ,weekly_pulse,3.2,-0.14,0.54,2026-05-20,Dogu Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Dogu Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167416
8224,454,Burak Ã‡alÄ±ÅŸkan,Ic Anadolu,SatÄ±ÅŸ,weekly_pulse,3.1,-0.11,0.54,2026-05-20,Ic Anadolu ekibinde haftalik nabiz kaydi,"{""team"": ""Ic Anadolu"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167418
8225,394,Hatice YÄ±ldÄ±rÄ±m,Genel,SatÄ±ÅŸ,weekly_pulse,3.2,-0.05,0.46,2026-05-13,Genel ekibinde haftalik nabiz kaydi,"{""team"": ""Genel"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167419
8226,395,Zeynep Kaya,Akdeniz,SatÄ±ÅŸ,weekly_pulse,3.3,0.03,0.53,2026-05-13,Akdeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Akdeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167421
8227,396,Canan Dagdelen,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.7,0.16,0.44,2026-05-13,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167422
8228,397,Berkant Demir,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.4,-0.03,0.45,2026-05-13,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167423
8229,398,Elif Ozturk,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.14,0.56,2026-05-13,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167425
8230,399,Murat Kaya,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.04,0.4,2026-05-13,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167426
8231,400,Selin Yilmaz,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0,0.44,2026-05-13,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167427
8232,401,Caner Yildiz,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,0.02,0.45,2026-05-13,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167428
8233,402,Zeynep Celik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.1,-0.17,0.54,2026-05-13,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.16743
8234,403,Burak Sahin,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.19,0.58,2026-05-13,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167431
8235,404,Emre Kilic,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,-0.03,0.43,2026-05-13,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167432
8236,405,Gamze Arslan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,-0.09,0.54,2026-05-13,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167433
8237,406,Onur Polat,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.7,0.15,0.37,2026-05-13,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167435
8238,407,Derya Koc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.1,-0.11,0.56,2026-05-13,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167436
8239,408,Alper Sen,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.2,0.57,2026-05-13,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167437
8240,409,Irem Acar,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0,0.44,2026-05-13,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167439
8241,410,Merve Tetik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.1,0.46,2026-05-13,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.16744
8242,411,Cenk Uysal,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,-0.01,0.46,2026-05-13,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167441
8243,412,Ece Ozkan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.4,0.04,0.46,2026-05-13,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167442
8244,413,Ozan Gunes,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.4,0.01,0.49,2026-05-13,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167443
8245,414,Tolga Erdem,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.03,0.39,2026-05-13,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167445
8246,415,Pinar Aksoy,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3,-0.21,0.57,2026-05-13,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167446
8247,416,Kerem Tunc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.11,0.38,2026-05-13,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167447
8248,417,Sude Karaca,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,0.02,0.52,2026-05-13,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167448
8249,418,Baris Eren,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,-0.11,0.44,2026-05-13,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167449
